,session_number,date,event_time,unique_visit,on_off,port,port_rank,prior_port,rewarded,RA_1,RA_2,RA_3,RA_4,RA_5,RA_6,photo_i,video_i
9571,1,2021-09-09 14:51:31,132.45088333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033628.0,1589668.0
9573,1,2021-09-09 14:51:31,132.45228333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033638.0,1589684.0
9575,1,2021-09-09 14:51:31,132.4537,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033650.0,1589701.0
9577,1,2021-09-09 14:51:31,132.45526666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033662.0,1589720.0
9579,1,2021-09-09 14:51:31,132.45666666666665,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033673.0,1589737.0
9581,1,2021-09-09 14:51:31,132.45829999999998,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033685.0,1589757.0
9583,1,2021-09-09 14:51:31,132.45923333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033693.0,1589768.0
9585,1,2021-09-09 14:51:31,132.46263333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033719.0,1589809.0
9587,1,2021-09-09 14:51:31,132.46426666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033732.0,1589828.0
9589,1,2021-09-09 14:51:31,132.46551666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033742.0,1589843.0
9591,1,2021-09-09 14:51:31,132.46861666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033766.0,1589880.0
9593,1,2021-09-09 14:51:31,132.4718,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033791.0,1589919.0
9595,1,2021-09-09 14:51:31,132.47345,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033804.0,1589938.0
9597,1,2021-09-09 14:51:31,132.47515,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033817.0,1589959.0
9599,1,2021-09-09 14:51:31,132.47663333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033828.0,1589977.0
9601,1,2021-09-09 14:51:31,132.47815,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033840.0,1589995.0
9603,1,2021-09-09 14:51:31,132.4797,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033852.0,1590013.0
9605,1,2021-09-09 14:51:31,132.48281666666668,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033877.0,1590051.0
9607,1,2021-09-09 14:51:31,132.4843,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033888.0,1590069.0
9609,1,2021-09-09 14:51:31,132.48916666666668,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033926.0,1590127.0
9611,1,2021-09-09 14:51:31,132.49243333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033952.0,1590166.0
9613,1,2021-09-09 14:51:31,132.49405,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1033964.0,1590186.0
9615,1,2021-09-09 14:51:31,132.50448333333333,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1590311.0
9616,1,2021-09-09 14:51:31,132.58678333333333,1,1.0,1.0,1.0,1.0,1.0,265.0,132.0,33.0,33.0,6.0,3.0,1034687.0,1591298.0
9617,1,2021-09-09 14:51:31,132.58681666666666,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1591299.0
9619,1,2021-09-09 14:51:31,132.59223333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034730.0,1591364.0
9621,1,2021-09-09 14:51:31,132.59348333333335,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034740.0,1591379.0
9623,1,2021-09-09 14:51:31,132.59465,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034749.0,1591393.0
9625,1,2021-09-09 14:51:31,132.59606666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034760.0,1591410.0
9627,1,2021-09-09 14:51:31,132.59738333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034770.0,1591426.0
9629,1,2021-09-09 14:51:31,132.60006666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034791.0,1591458.0
9631,1,2021-09-09 14:51:31,132.6017,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034804.0,1591477.0
9633,1,2021-09-09 14:51:31,132.60318333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034815.0,1591495.0
9635,1,2021-09-09 14:51:31,132.60475,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034827.0,1591514.0
9637,1,2021-09-09 14:51:31,132.6076,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034850.0,1591548.0
9639,1,2021-09-09 14:51:31,132.609,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034861.0,1591565.0
9641,1,2021-09-09 14:51:31,132.61185,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034883.0,1591599.0
9643,1,2021-09-09 14:51:31,132.6134,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034895.0,1591618.0
9645,1,2021-09-09 14:51:31,132.61503333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034908.0,1591637.0
9647,1,2021-09-09 14:51:31,132.61666666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034920.0,1591657.0
9649,1,2021-09-09 14:51:31,132.61814999999999,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034932.0,1591675.0
9651,1,2021-09-09 14:51:31,132.6197,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034944.0,1591693.0
9653,1,2021-09-09 14:51:31,132.62118333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034956.0,1591711.0
9655,1,2021-09-09 14:51:31,132.62273333333331,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034968.0,1591730.0
9657,1,2021-09-09 14:51:31,132.62458333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034982.0,1591752.0
9659,1,2021-09-09 14:51:31,132.62628333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1034995.0,1591772.0
9661,1,2021-09-09 14:51:31,132.62961666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035021.0,1591812.0
9663,1,2021-09-09 14:51:31,132.63141666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035035.0,1591834.0
9665,1,2021-09-09 14:51:31,132.634,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035055.0,1591865.0
9667,1,2021-09-09 14:51:31,132.63541666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035067.0,1591882.0
9669,1,2021-09-09 14:51:31,132.63675,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035077.0,1591898.0
9671,1,2021-09-09 14:51:31,132.6383,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035089.0,1591917.0
9673,1,2021-09-09 14:51:31,132.66875,1,1.0,1.0,1.0,1.0,0.0,,,,,,,1035326.0,1592282.0
9675,1,2021-09-09 14:51:31,132.67821666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035400.0,1592396.0
9677,1,2021-09-09 14:51:31,132.68053333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035418.0,1592423.0
9679,1,2021-09-09 14:51:31,132.68208333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035430.0,1592442.0
9681,1,2021-09-09 14:51:31,132.68698333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1035469.0,1592501.0
9683,1,2021-09-09 14:51:31,132.9159,1,1.0,4.0,3.0,1.0,1.0,265.0,132.0,33.0,33.0,6.0,3.0,1037255.0,1595248.0
9684,1,2021-09-09 14:51:31,132.91593333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1595248.0
9686,1,2021-09-09 14:51:31,132.91705,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037264.0,1595261.0
9688,1,2021-09-09 14:51:31,132.91803333333334,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037271.0,1595273.0
9690,1,2021-09-09 14:51:31,132.91923333333335,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037281.0,1595288.0
9692,1,2021-09-09 14:51:31,132.92053333333334,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037291.0,1595303.0
9694,1,2021-09-09 14:51:31,132.92198333333334,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037302.0,1595321.0
9696,1,2021-09-09 14:51:31,132.92336666666668,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037313.0,1595337.0
9698,1,2021-09-09 14:51:31,132.92475,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037324.0,1595354.0
9700,1,2021-09-09 14:51:31,132.9262,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037335.0,1595371.0
9702,1,2021-09-09 14:51:31,132.92765,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037346.0,1595389.0
9704,1,2021-09-09 14:51:31,132.92936666666665,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037360.0,1595409.0
9706,1,2021-09-09 14:51:31,132.98246666666668,1,1.0,4.0,3.0,4.0,0.0,,,,,,,1037774.0,1596046.0
9708,1,2021-09-09 14:51:31,132.9839,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1037785.0,1596064.0
9710,1,2021-09-09 14:51:31,133.0045,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1596311.0
9711,1,2021-09-09 14:51:31,133.03586666666666,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,1596687.0
9712,1,2021-09-09 14:51:31,133.04343333333333,1,1.0,4.0,3.0,4.0,0.0,,,,,,,1038250.0,1596778.0
9714,1,2021-09-09 14:51:31,133.0445,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1038258.0,1596791.0
9716,1,2021-09-09 14:51:31,133.04573333333332,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1038267.0,1596805.0
9718,1,2021-09-09 14:51:31,133.04733333333334,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1038280.0,1596825.0
9720,1,2021-09-09 14:51:31,133.33186666666668,1,1.0,3.0,4.0,4.0,0.0,,,,,,,1040499.0,1600238.0
9722,1,2021-09-09 14:51:31,133.33328333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1040510.0,1600255.0
9724,1,2021-09-09 14:51:31,133.33418333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1040517.0,1600266.0
9726,1,2021-09-09 14:51:31,133.34216666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1040580.0,1600362.0
9728,1,2021-09-09 14:51:31,133.39946666666665,1,1.0,2.0,2.0,3.0,1.0,266.0,133.0,33.0,33.0,6.0,3.0,1041026.0,1601050.0
9729,1,2021-09-09 14:51:31,133.39950000000002,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1601050.0
9731,1,2021-09-09 14:51:31,133.40068333333335,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041036.0,1601064.0
9733,1,2021-09-09 14:51:31,133.40258333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041051.0,1601087.0
9735,1,2021-09-09 14:51:31,133.40386666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041061.0,1601103.0
9737,1,2021-09-09 14:51:31,133.40533333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041072.0,1601120.0
9739,1,2021-09-09 14:51:31,133.4067,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041083.0,1601137.0
9741,1,2021-09-09 14:51:31,133.40806666666668,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041094.0,1601153.0
9743,1,2021-09-09 14:51:31,133.40953333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041105.0,1601171.0
9745,1,2021-09-09 14:51:31,133.41098333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041116.0,1601188.0
9747,1,2021-09-09 14:51:31,133.41245,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041128.0,1601206.0
9749,1,2021-09-09 14:51:31,133.41561666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041152.0,1601244.0
9751,1,2021-09-09 14:51:31,133.41715000000002,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041164.0,1601262.0
9753,1,2021-09-09 14:51:31,133.41851666666668,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041175.0,1601278.0
9755,1,2021-09-09 14:51:31,133.4215,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041198.0,1601314.0
9757,1,2021-09-09 14:51:31,133.42303333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041210.0,1601333.0
9759,1,2021-09-09 14:51:31,133.42455,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041222.0,1601351.0
9761,1,2021-09-09 14:51:31,133.42591666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041233.0,1601367.0
9763,1,2021-09-09 14:51:31,133.42773333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041247.0,1601389.0
9765,1,2021-09-09 14:51:31,133.42901666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041257.0,1601404.0
9767,1,2021-09-09 14:51:31,133.4305,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041268.0,1601422.0
9769,1,2021-09-09 14:51:31,133.43195,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041280.0,1601440.0
9771,1,2021-09-09 14:51:31,133.43528333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041306.0,1601480.0
9773,1,2021-09-09 14:51:31,133.4369,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041318.0,1601499.0
9775,1,2021-09-09 14:51:31,133.4386,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041332.0,1601519.0
9777,1,2021-09-09 14:51:31,133.44366666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041371.0,1601580.0
9779,1,2021-09-09 14:51:31,133.44535,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041384.0,1601600.0
9781,1,2021-09-09 14:51:31,133.44703333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041397.0,1601621.0
9783,1,2021-09-09 14:51:31,133.44871666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041411.0,1601641.0
9785,1,2021-09-09 14:51:31,133.45235,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041439.0,1601684.0
9787,1,2021-09-09 14:51:31,133.45413333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041453.0,1601706.0
9789,1,2021-09-09 14:51:31,133.45573333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041465.0,1601725.0
9791,1,2021-09-09 14:51:31,133.45761666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041480.0,1601748.0
9793,1,2021-09-09 14:51:31,133.45913333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041492.0,1601766.0
9795,1,2021-09-09 14:51:31,133.46058333333335,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041503.0,1601783.0
9797,1,2021-09-09 14:51:31,133.4622,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041516.0,1601803.0
9799,1,2021-09-09 14:51:31,133.47116666666668,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041586.0,1601910.0
9801,1,2021-09-09 14:51:31,133.47268333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041597.0,1601928.0
9803,1,2021-09-09 14:51:31,133.4738,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041606.0,1601942.0
9805,1,2021-09-09 14:51:31,133.47823333333335,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041641.0,1601995.0
9807,1,2021-09-09 14:51:31,133.48411666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041687.0,1602066.0
9809,1,2021-09-09 14:51:31,133.4858,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041700.0,1602086.0
9811,1,2021-09-09 14:51:31,133.4875,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041713.0,1602106.0
9813,1,2021-09-09 14:51:31,133.48983333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041731.0,1602134.0
9815,1,2021-09-09 14:51:31,133.49176666666668,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041746.0,1602157.0
9817,1,2021-09-09 14:51:31,133.49333333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1041759.0,1602176.0
9819,1,2021-09-09 14:51:31,133.50451666666666,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1602310.0
9820,1,2021-09-09 14:51:31,133.64856666666665,1,1.0,2.0,2.0,2.0,0.0,,,,,,,1042969.0,1604038.0
9822,1,2021-09-09 14:51:31,133.64974999999998,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1042978.0,1604053.0
9824,1,2021-09-09 14:51:31,134.00453333333334,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1608310.0
9825,1,2021-09-09 14:51:31,134.03588333333335,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,1608686.0
9826,1,2021-09-09 14:51:31,134.06328333333332,1,1.0,6.0,6.0,2.0,0.0,,,,,,,1046204.0,1609014.0
9828,1,2021-09-09 14:51:31,134.06398333333334,0,1.0,6.0,6.0,6.0,0.0,,,,,,,1046209.0,1609023.0
9830,1,2021-09-09 14:51:31,134.0658,0,1.0,6.0,6.0,6.0,0.0,,,,,,,1046224.0,1609045.0
9832,1,2021-09-09 14:51:31,134.06698333333333,0,1.0,6.0,6.0,6.0,0.0,,,,,,,1046233.0,1609059.0
9834,1,2021-09-09 14:51:31,134.06833333333333,0,1.0,6.0,6.0,6.0,0.0,,,,,,,1046243.0,1609075.0
9836,1,2021-09-09 14:51:31,134.06953333333334,0,1.0,6.0,6.0,6.0,0.0,,,,,,,1046253.0,1609089.0
9838,1,2021-09-09 14:51:31,134.20193333333333,1,1.0,3.0,4.0,6.0,0.0,,,,,,,1047285.0,1610678.0
9840,1,2021-09-09 14:51:31,134.20325,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1047295.0,1610694.0
9842,1,2021-09-09 14:51:31,134.3686,1,1.0,1.0,1.0,3.0,0.0,,,,,,,1048585.0,1612678.0
9843,1,2021-09-09 14:51:31,134.36871666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1612679.0
9845,1,2021-09-09 14:51:31,134.3697,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048594.0,1612691.0
9847,1,2021-09-09 14:51:31,134.37275,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048618.0,1612728.0
9849,1,2021-09-09 14:51:31,134.37556666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048640.0,1612762.0
9851,1,2021-09-09 14:51:31,134.37886666666665,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048665.0,1612801.0
9853,1,2021-09-09 14:51:31,134.38093333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048681.0,1612826.0
9855,1,2021-09-09 14:51:31,134.3825,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048694.0,1612845.0
9857,1,2021-09-09 14:51:31,134.38401666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048706.0,1612863.0
9859,1,2021-09-09 14:51:31,134.38871666666668,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048742.0,1612919.0
9861,1,2021-09-09 14:51:31,134.38995,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048752.0,1612934.0
9863,1,2021-09-09 14:51:31,134.4023,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048848.0,1613082.0
9865,1,2021-09-09 14:51:31,134.40655,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048881.0,1613133.0
9867,1,2021-09-09 14:51:31,134.41361666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048936.0,1613218.0
9869,1,2021-09-09 14:51:31,134.41488333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048946.0,1613233.0
9871,1,2021-09-09 14:51:31,134.42111666666668,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1048995.0,1613308.0
9873,1,2021-09-09 14:51:31,134.46276666666665,1,1.0,2.0,2.0,1.0,1.0,268.0,134.0,33.0,33.0,6.0,3.0,1049320.0,1613808.0
9874,1,2021-09-09 14:51:31,134.4628,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1613808.0
9876,1,2021-09-09 14:51:31,134.46396666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1049329.0,1613822.0
9878,1,2021-09-09 14:51:31,134.46515,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1049338.0,1613837.0
9880,1,2021-09-09 14:51:31,134.46653333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1049349.0,1613853.0
9882,1,2021-09-09 14:51:31,134.46871666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1049366.0,1613879.0
9884,1,2021-09-09 14:51:31,134.50455,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1614309.0
9885,1,2021-09-09 14:51:31,134.53853333333333,1,1.0,3.0,4.0,2.0,0.0,,,,,,,1049911.0,1614717.0
9887,1,2021-09-09 14:51:31,134.57865,1,1.0,1.0,1.0,3.0,1.0,269.0,134.0,33.0,33.0,6.0,3.0,1050224.0,1615199.0
9888,1,2021-09-09 14:51:31,134.57868333333332,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1615199.0
9890,1,2021-09-09 14:51:31,134.5824,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050253.0,1615244.0
9892,1,2021-09-09 14:51:31,134.5836666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050263.0,1615259.0
9894,1,2021-09-09 14:51:31,134.58498333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050273.0,1615275.0
9896,1,2021-09-09 14:51:31,134.58616666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050283.0,1615289.0
9898,1,2021-09-09 14:51:31,134.58893333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050304.0,1615322.0
9900,1,2021-09-09 14:51:31,134.59033333333335,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050315.0,1615339.0
9902,1,2021-09-09 14:51:31,134.59173333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050326.0,1615356.0
9904,1,2021-09-09 14:51:31,134.59315,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050337.0,1615373.0
9906,1,2021-09-09 14:51:31,134.59613333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050360.0,1615408.0
9908,1,2021-09-09 14:51:31,134.59776666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050373.0,1615428.0
9910,1,2021-09-09 14:51:31,134.59916666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050384.0,1615445.0
9912,1,2021-09-09 14:51:31,134.60213333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050407.0,1615480.0
9914,1,2021-09-09 14:51:31,134.60505,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050430.0,1615515.0
9916,1,2021-09-09 14:51:31,134.60815,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050454.0,1615553.0
9918,1,2021-09-09 14:51:31,134.60963333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050466.0,1615570.0
9920,1,2021-09-09 14:51:31,134.61111666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1050477.0,1615588.0
9922,1,2021-09-09 14:51:31,135.00456666666668,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1620309.0
9923,1,2021-09-09 14:51:31,135.0359,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,1620685.0
9924,1,2021-09-09 14:51:31,135.06658333333334,1,1.0,2.0,2.0,1.0,1.0,270.0,135.0,33.0,33.0,6.0,3.0,1054030.0,1621053.0
9925,1,2021-09-09 14:51:31,135.06661666666668,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1621053.0
9927,1,2021-09-09 14:51:31,135.06746666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054037.0,1621063.0
9929,1,2021-09-09 14:51:31,135.06991666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054056.0,1621093.0
9931,1,2021-09-09 14:51:31,135.07111666666665,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054066.0,1621107.0
9933,1,2021-09-09 14:51:31,135.0725833333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054077.0,1621125.0
9935,1,2021-09-09 14:51:31,135.07403333333335,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054088.0,1621142.0
9937,1,2021-09-09 14:51:31,135.07548333333335,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054100.0,1621160.0
9939,1,2021-09-09 14:51:31,135.07693333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054111.0,1621177.0
9941,1,2021-09-09 14:51:31,135.07821666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054121.0,1621192.0
9943,1,2021-09-09 14:51:31,135.07958333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054132.0,1621209.0
9945,1,2021-09-09 14:51:31,135.08103333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054143.0,1621226.0
9947,1,2021-09-09 14:51:31,135.08248333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054154.0,1621244.0
9949,1,2021-09-09 14:51:31,135.08385,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054165.0,1621260.0
9951,1,2021-09-09 14:51:31,135.08528333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054176.0,1621277.0
9953,1,2021-09-09 14:51:31,135.08663333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054187.0,1621293.0
9955,1,2021-09-09 14:51:31,135.08806666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054198.0,1621311.0
9957,1,2021-09-09 14:51:31,135.09138333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054224.0,1621350.0
9959,1,2021-09-09 14:51:31,135.0929,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054236.0,1621369.0
9961,1,2021-09-09 14:51:31,135.09593333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054259.0,1621405.0
9963,1,2021-09-09 14:51:31,135.09985,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054290.0,1621452.0
9965,1,2021-09-09 14:51:31,135.10098333333335,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054299.0,1621466.0
9967,1,2021-09-09 14:51:31,135.10243333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054310.0,1621483.0
9969,1,2021-09-09 14:51:31,135.13163333333333,1,1.0,2.0,2.0,2.0,0.0,,,,,,,1054538.0,1621833.0
9971,1,2021-09-09 14:51:31,135.13331666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054551.0,1621854.0
9973,1,2021-09-09 14:51:31,135.13466666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054561.0,1621870.0
9975,1,2021-09-09 14:51:31,135.13728333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054582.0,1621901.0
9977,1,2021-09-09 14:51:31,135.13863333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1054592.0,1621917.0
