,session_number,date,event_time,unique_visit,on_off,port,port_rank,prior_port,rewarded,RA_1,RA_2,RA_3,RA_4,RA_5,RA_6,photo_i,video_i
2017,3,2021-09-11 14:17:27,36.02218333333334,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281568.0,433352.0
2019,3,2021-09-11 14:17:27,36.0301,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281629.0,433447.0
2021,3,2021-09-11 14:17:27,36.0315,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281640.0,433464.0
2023,3,2021-09-11 14:17:27,36.033166666666666,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281653.0,433484.0
2024,3,2021-09-11 14:17:27,36.03346666666666,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,433487.0
2026,3,2021-09-11 14:17:27,36.0346,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281664.0,433501.0
2028,3,2021-09-11 14:17:27,36.036233333333335,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281677.0,433521.0
2030,3,2021-09-11 14:17:27,36.0378,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281689.0,433539.0
2032,3,2021-09-11 14:17:27,36.0408,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281713.0,433575.0
2034,3,2021-09-11 14:17:27,36.10118333333333,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,434300.0
2035,3,2021-09-11 14:17:27,36.13346666666666,0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,434687.0
2036,3,2021-09-11 14:17:27,36.16733333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,435093.0
2037,3,2021-09-11 14:17:27,36.18281666666667,1,1.0,2.0,4.0,4.0,1.0,0.0,9.0,1.0,72.0,9.0,36.0,282821.0,435279.0
2038,3,2021-09-11 14:17:27,36.18285,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,435280.0
2040,3,2021-09-11 14:17:27,36.31028333333334,1,1.0,1.0,6.0,2.0,0.0,,,,,,,283815.0,436809.0
2042,3,2021-09-11 14:17:27,36.3109,0,1.0,1.0,6.0,1.0,0.0,,,,,,,283820.0,436816.0
2044,3,2021-09-11 14:17:27,36.42698333333333,1,1.0,4.0,1.0,1.0,1.0,0.0,9.0,1.0,72.0,9.0,36.0,284725.0,438209.0
2045,3,2021-09-11 14:17:27,36.42701666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,438210.0
2047,3,2021-09-11 14:17:27,36.5802,1,1.0,5.0,3.0,4.0,1.0,0.0,9.0,1.0,72.0,9.0,36.0,285921.0,440048.0
2048,3,2021-09-11 14:17:27,36.58025,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,440048.0
2050,3,2021-09-11 14:17:27,36.6012,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,440299.0
2051,3,2021-09-11 14:17:27,36.62766666666666,1,1.0,6.0,2.0,5.0,1.0,0.0,9.0,1.0,73.0,9.0,36.0,286291.0,440617.0
2052,3,2021-09-11 14:17:27,36.6277,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,440617.0
2054,3,2021-09-11 14:17:27,36.62873333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,286299.0,440630.0
2056,3,2021-09-11 14:17:27,36.9043,1,1.0,3.0,5.0,6.0,0.0,,,,,,,288449.0,443936.0
2058,3,2021-09-11 14:17:27,37.101216666666666,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,446299.0
2059,3,2021-09-11 14:17:27,37.104299999999995,1,1.0,4.0,1.0,3.0,1.0,0.0,9.0,1.0,74.0,9.0,36.0,290009.0,446336.0
2060,3,2021-09-11 14:17:27,37.10433333333334,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,446336.0
2062,3,2021-09-11 14:17:27,37.167350000000006,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,447092.0
2063,3,2021-09-11 14:17:27,37.20408333333333,1,1.0,5.0,3.0,4.0,0.0,,,,,,,290787.0,447533.0
2065,3,2021-09-11 14:17:27,37.242266666666666,1,1.0,5.0,3.0,5.0,0.0,,,,,,,291084.0,447991.0
2067,3,2021-09-11 14:17:27,37.38215,1,1.0,1.0,6.0,5.0,0.0,,,,,,,292176.0,449670.0
2069,3,2021-09-11 14:17:27,37.383383333333335,0,1.0,1.0,6.0,1.0,0.0,,,,,,,292185.0,449684.0
2071,3,2021-09-11 14:17:27,37.42485,1,1.0,3.0,5.0,1.0,0.0,,,,,,,292509.0,450182.0
2073,3,2021-09-11 14:17:27,37.4261,0,1.0,3.0,5.0,3.0,0.0,,,,,,,292519.0,450197.0
2075,3,2021-09-11 14:17:27,37.50546666666666,1,1.0,6.0,2.0,3.0,1.0,0.0,9.0,1.0,74.0,9.0,37.0,293138.0,451149.0
2076,3,2021-09-11 14:17:27,37.5055,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,451150.0
2078,3,2021-09-11 14:17:27,37.506600000000006,0,1.0,6.0,2.0,6.0,0.0,,,,,,,293146.0,451163.0
2080,3,2021-09-11 14:17:27,37.55648333333333,1,1.0,5.0,3.0,6.0,0.0,,,,,,,293536.0,451761.0
2082,3,2021-09-11 14:17:27,37.60123333333333,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,452298.0
2083,3,2021-09-11 14:17:27,37.767383333333335,1,1.0,4.0,1.0,5.0,1.0,0.0,9.0,1.0,75.0,9.0,37.0,295180.0,454293.0
2084,3,2021-09-11 14:17:27,37.76741666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,454293.0
2086,3,2021-09-11 14:17:27,37.770316666666666,0,1.0,4.0,1.0,4.0,0.0,,,,,,,295203.0,454328.0
2088,3,2021-09-11 14:17:27,37.7716,0,1.0,4.0,1.0,4.0,0.0,,,,,,,295213.0,454343.0
2090,3,2021-09-11 14:17:27,37.77295,0,1.0,4.0,1.0,4.0,0.0,,,,,,,295224.0,454359.0
2092,3,2021-09-11 14:17:27,37.77441666666667,0,1.0,4.0,1.0,4.0,0.0,,,,,,,295235.0,454377.0
2094,3,2021-09-11 14:17:27,37.77563333333333,0,1.0,4.0,1.0,4.0,0.0,,,,,,,295245.0,454392.0
2096,3,2021-09-11 14:17:27,37.77706666666666,0,1.0,4.0,1.0,4.0,0.0,,,,,,,295256.0,454409.0
2098,3,2021-09-11 14:17:27,37.77843333333333,0,1.0,4.0,1.0,4.0,0.0,,,,,,,295267.0,454425.0
2100,3,2021-09-11 14:17:27,37.781349999999996,0,1.0,4.0,1.0,4.0,0.0,,,,,,,295289.0,454460.0
2102,3,2021-09-11 14:17:27,37.85998333333334,1,1.0,2.0,4.0,4.0,0.0,,,,,,,295902.0,455404.0
2104,3,2021-09-11 14:17:27,37.86133333333333,0,1.0,2.0,4.0,2.0,0.0,,,,,,,295913.0,455420.0
2106,3,2021-09-11 14:17:27,37.864066666666666,0,1.0,2.0,4.0,2.0,0.0,,,,,,,295934.0,455453.0
2108,3,2021-09-11 14:17:27,37.99758333333333,1,1.0,4.0,1.0,2.0,0.0,,,,,,,296976.0,457055.0
2110,3,2021-09-11 14:17:27,38.10125,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,458298.0
2111,3,2021-09-11 14:17:27,38.167366666666666,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,459091.0
2112,3,2021-09-11 14:17:27,38.234116666666665,1,1.0,2.0,4.0,4.0,0.0,,,,,,,298822.0,459892.0
2114,3,2021-09-11 14:17:27,38.23678333333333,0,1.0,2.0,4.0,2.0,0.0,,,,,,,298842.0,459924.0
2116,3,2021-09-11 14:17:27,38.24293333333333,0,1.0,2.0,4.0,2.0,0.0,,,,,,,298890.0,459998.0
2118,3,2021-09-11 14:17:27,38.456633333333336,1,1.0,3.0,5.0,2.0,0.0,,,,,,,300557.0,462562.0
2120,3,2021-09-11 14:17:27,38.462266666666665,0,1.0,3.0,5.0,3.0,0.0,,,,,,,300601.0,462630.0
2122,3,2021-09-11 14:17:27,38.60126666666667,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,464298.0
2123,3,2021-09-11 14:17:27,38.63635,1,1.0,4.0,1.0,3.0,1.0,0.0,9.0,1.0,77.0,9.0,38.0,301959.0,464719.0
2124,3,2021-09-11 14:17:27,38.636383333333335,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,464719.0
2126,3,2021-09-11 14:17:27,38.6382,0,1.0,4.0,1.0,4.0,0.0,,,,,,,301973.0,464741.0
2128,3,2021-09-11 14:17:27,38.72661666666667,1,1.0,4.0,1.0,4.0,0.0,,,,,,,302663.0,465802.0
2130,3,2021-09-11 14:17:27,38.72865,0,1.0,4.0,1.0,4.0,0.0,,,,,,,302679.0,465826.0
2132,3,2021-09-11 14:17:27,38.778666666666666,1,1.0,5.0,3.0,4.0,0.0,,,,,,,303069.0,466426.0
2134,3,2021-09-11 14:17:27,38.83505,1,1.0,4.0,1.0,5.0,0.0,,,,,,,303509.0,467103.0
2136,3,2021-09-11 14:17:27,38.87938333333333,1,1.0,6.0,2.0,4.0,1.0,0.0,9.0,1.0,77.0,9.0,38.0,303855.0,467635.0
2137,3,2021-09-11 14:17:27,38.879416666666664,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,467635.0
2139,3,2021-09-11 14:17:27,38.88048333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,303863.0,467648.0
2141,3,2021-09-11 14:17:27,38.88613333333333,0,1.0,6.0,2.0,6.0,0.0,,,,,,,303907.0,467716.0
2143,3,2021-09-11 14:17:27,38.88751666666667,0,1.0,6.0,2.0,6.0,0.0,,,,,,,303918.0,467732.0
2145,3,2021-09-11 14:17:27,38.88883333333333,0,1.0,6.0,2.0,6.0,0.0,,,,,,,303928.0,467748.0
2147,3,2021-09-11 14:17:27,38.89533333333333,0,1.0,6.0,2.0,6.0,0.0,,,,,,,303979.0,467826.0
2149,3,2021-09-11 14:17:27,38.91338333333333,1,1.0,6.0,2.0,6.0,0.0,,,,,,,304120.0,468043.0
2151,3,2021-09-11 14:17:27,38.91531666666666,0,1.0,6.0,2.0,6.0,0.0,,,,,,,304135.0,468066.0
2153,3,2021-09-11 14:17:27,38.9171,0,1.0,6.0,2.0,6.0,0.0,,,,,,,304149.0,468087.0
2155,3,2021-09-11 14:17:27,38.92798333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,304234.0,468218.0
2157,3,2021-09-11 14:17:27,38.94931666666666,1,1.0,6.0,2.0,6.0,0.0,,,,,,,304400.0,468474.0
2159,3,2021-09-11 14:17:27,38.95165,0,1.0,6.0,2.0,6.0,0.0,,,,,,,304418.0,468502.0
2161,3,2021-09-11 14:17:27,38.95385,0,1.0,6.0,2.0,6.0,0.0,,,,,,,304435.0,468528.0
2163,3,2021-09-11 14:17:27,39.01165,1,1.0,5.0,3.0,6.0,0.0,,,,,,,304886.0,469222.0
2165,3,2021-09-11 14:17:27,39.066383333333334,1,1.0,5.0,3.0,5.0,0.0,,,,,,,305313.0,469878.0
2167,3,2021-09-11 14:17:27,39.101283333333335,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,470297.0
2168,3,2021-09-11 14:17:27,39.102866666666664,1,1.0,6.0,2.0,5.0,0.0,,,,,,,305597.0,470316.0
2170,3,2021-09-11 14:17:27,39.16738333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,471090.0
2171,3,2021-09-11 14:17:27,39.31968333333334,1,1.0,3.0,5.0,6.0,0.0,,,,,,,307288.0,472918.0
2173,3,2021-09-11 14:17:27,39.321616666666664,0,1.0,3.0,5.0,3.0,0.0,,,,,,,307304.0,472941.0
2175,3,2021-09-11 14:17:27,39.32371666666666,0,1.0,3.0,5.0,3.0,0.0,,,,,,,307320.0,472966.0
2177,3,2021-09-11 14:17:27,39.325383333333335,0,1.0,3.0,5.0,3.0,0.0,,,,,,,307333.0,472986.0
2179,3,2021-09-11 14:17:27,39.6013,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,476297.0
2180,3,2021-09-11 14:17:27,39.69179999999999,1,1.0,6.0,2.0,3.0,1.0,0.0,9.0,1.0,79.0,9.0,39.0,310191.0,477383.0
2181,3,2021-09-11 14:17:27,39.691833333333335,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,477383.0
2183,3,2021-09-11 14:17:27,39.77003333333334,1,1.0,6.0,2.0,6.0,0.0,,,,,,,310801.0,478321.0
2185,3,2021-09-11 14:17:27,39.82926666666666,1,1.0,5.0,3.0,6.0,0.0,,,,,,,311263.0,479032.0
2187,3,2021-09-11 14:17:27,39.83141666666667,0,1.0,5.0,3.0,5.0,0.0,,,,,,,311280.0,479058.0
2189,3,2021-09-11 14:17:27,39.91458333333333,1,1.0,4.0,1.0,5.0,1.0,0.0,9.0,1.0,79.0,9.0,39.0,311929.0,480056.0
2190,3,2021-09-11 14:17:27,39.91461666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,480056.0
2192,3,2021-09-11 14:17:27,39.9154,0,1.0,4.0,1.0,4.0,0.0,,,,,,,311935.0,480065.0
2194,3,2021-09-11 14:17:27,39.916516666666666,0,1.0,4.0,1.0,4.0,0.0,,,,,,,311944.0,480079.0
2196,3,2021-09-11 14:17:27,40.0,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,481080.0
2197,3,2021-09-11 14:17:27,40.033483333333336,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,481482.0
2198,3,2021-09-11 14:17:27,40.06668333333334,0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,481881.0
2199,3,2021-09-11 14:17:27,40.10131666666667,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,482296.0
2200,3,2021-09-11 14:17:27,40.13348333333333,0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,482682.0
2201,3,2021-09-11 14:17:27,40.13578333333333,1,1.0,2.0,4.0,4.0,1.0,1.0,10.0,2.0,80.0,10.0,39.0,313654.0,482710.0
2202,3,2021-09-11 14:17:27,40.13581666666666,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,482710.0
2204,3,2021-09-11 14:17:27,40.13811666666666,0,1.0,2.0,4.0,2.0,0.0,,,,,,,313673.0,482738.0
2206,3,2021-09-11 14:17:27,40.1674,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,483089.0
2207,3,2021-09-11 14:17:27,40.306216666666664,1,1.0,4.0,1.0,2.0,1.0,1.0,10.0,2.0,80.0,10.0,40.0,314984.0,484755.0
2208,3,2021-09-11 14:17:27,40.30625,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,484755.0
2210,3,2021-09-11 14:17:27,40.37605,1,1.0,4.0,1.0,4.0,0.0,,,,,,,315528.0,485593.0
2212,3,2021-09-11 14:17:27,40.44723333333333,1,1.0,5.0,3.0,4.0,1.0,1.0,10.0,2.0,80.0,10.0,40.0,316083.0,486447.0
2213,3,2021-09-11 14:17:27,40.447266666666664,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,486447.0
2215,3,2021-09-11 14:17:27,40.451283333333336,0,1.0,5.0,3.0,5.0,0.0,,,,,,,316115.0,486495.0
2217,3,2021-09-11 14:17:27,40.45243333333334,0,1.0,5.0,3.0,5.0,0.0,,,,,,,316124.0,486509.0
2219,3,2021-09-11 14:17:27,40.453833333333336,0,1.0,5.0,3.0,5.0,0.0,,,,,,,316135.0,486526.0
2221,3,2021-09-11 14:17:27,40.51936666666666,1,1.0,6.0,2.0,5.0,1.0,1.0,10.0,2.0,80.0,10.0,40.0,316646.0,487312.0
2222,3,2021-09-11 14:17:27,40.519400000000005,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,487313.0
2224,3,2021-09-11 14:17:27,40.54658333333334,1,1.0,6.0,2.0,6.0,0.0,,,,,,,316858.0,487639.0
2226,3,2021-09-11 14:17:27,40.60133333333333,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,488296.0
2227,3,2021-09-11 14:17:27,40.723333333333336,1,1.0,3.0,5.0,6.0,1.0,1.0,10.0,2.0,81.0,10.0,40.0,318237.0,489760.0
2228,3,2021-09-11 14:17:27,40.72336666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,489760.0
2230,3,2021-09-11 14:17:27,40.72421666666666,0,1.0,3.0,5.0,3.0,0.0,,,,,,,318244.0,489770.0
2232,3,2021-09-11 14:17:27,40.92456666666667,1,1.0,6.0,2.0,3.0,0.0,,,,,,,319807.0,492174.0
2234,3,2021-09-11 14:17:27,40.92556666666667,0,1.0,6.0,2.0,6.0,0.0,,,,,,,319815.0,492186.0
2236,3,2021-09-11 14:17:27,40.93521666666666,0,1.0,6.0,2.0,6.0,0.0,,,,,,,319890.0,492302.0
2238,3,2021-09-11 14:17:27,40.96595,1,1.0,6.0,2.0,6.0,0.0,,,,,,,320130.0,492671.0
2240,3,2021-09-11 14:17:27,41.101350000000004,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,494296.0
2241,3,2021-09-11 14:17:27,41.153416666666665,1,1.0,4.0,1.0,6.0,1.0,1.0,10.0,2.0,82.0,10.0,40.0,321592.0,494920.0
2242,3,2021-09-11 14:17:27,41.15345,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,494921.0
2243,3,2021-09-11 14:17:27,41.16741666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,495088.0
2245,3,2021-09-11 14:17:27,41.35196666666666,1,1.0,5.0,3.0,4.0,0.0,,,,,,,323140.0,497303.0
2247,3,2021-09-11 14:17:27,41.35321666666667,0,1.0,5.0,3.0,5.0,0.0,,,,,,,323150.0,497318.0
2249,3,2021-09-11 14:17:27,41.35431666666667,0,1.0,5.0,3.0,5.0,0.0,,,,,,,323159.0,497331.0
2251,3,2021-09-11 14:17:27,41.36181666666666,0,1.0,5.0,3.0,5.0,0.0,,,,,,,323217.0,497421.0
2253,3,2021-09-11 14:17:27,41.408483333333336,1,1.0,5.0,3.0,5.0,0.0,,,,,,,323581.0,497981.0
2255,3,2021-09-11 14:17:27,41.41116666666667,0,1.0,5.0,3.0,5.0,0.0,,,,,,,323602.0,498013.0
2257,3,2021-09-11 14:17:27,41.446266666666666,1,1.0,6.0,2.0,5.0,1.0,1.0,10.0,2.0,82.0,10.0,41.0,323876.0,498434.0
2258,3,2021-09-11 14:17:27,41.446299999999994,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,498435.0
2260,3,2021-09-11 14:17:27,41.447266666666664,0,1.0,6.0,2.0,6.0,0.0,,,,,,,323884.0,498446.0
2262,3,2021-09-11 14:17:27,41.4479,0,1.0,6.0,2.0,6.0,0.0,,,,,,,323889.0,498454.0
2264,3,2021-09-11 14:17:27,41.451633333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,323918.0,498499.0
2266,3,2021-09-11 14:17:27,41.601366666666664,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,500295.0
2267,3,2021-09-11 14:17:27,41.64683333333333,1,1.0,5.0,3.0,6.0,0.0,,,,,,,325441.0,500840.0
2269,3,2021-09-11 14:17:27,41.73685,1,1.0,6.0,2.0,5.0,0.0,,,,,,,326143.0,501920.0
2271,3,2021-09-11 14:17:27,41.738166666666665,0,1.0,6.0,2.0,6.0,0.0,,,,,,,326153.0,501936.0
2273,3,2021-09-11 14:17:27,41.86626666666667,1,1.0,3.0,5.0,6.0,0.0,,,,,,,327152.0,503473.0
2275,3,2021-09-11 14:17:27,41.9135,1,1.0,3.0,5.0,3.0,0.0,,,,,,,327520.0,504040.0
2277,3,2021-09-11 14:17:27,41.920683333333336,0,1.0,3.0,5.0,3.0,0.0,,,,,,,327576.0,504126.0
2279,3,2021-09-11 14:17:27,42.10138333333334,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,506295.0
2280,3,2021-09-11 14:17:27,42.11066666666667,1,1.0,3.0,5.0,3.0,0.0,,,,,,,329058.0,506406.0
2282,3,2021-09-11 14:17:27,42.112833333333334,0,1.0,3.0,5.0,3.0,0.0,,,,,,,329075.0,506432.0
2284,3,2021-09-11 14:17:27,42.116216666666666,0,1.0,3.0,5.0,3.0,0.0,,,,,,,329101.0,506473.0
2286,3,2021-09-11 14:17:27,42.16743333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,507087.0
2287,3,2021-09-11 14:17:27,42.28028333333334,1,1.0,1.0,6.0,3.0,1.0,1.0,10.0,2.0,84.0,10.0,42.0,330382.0,508441.0
2288,3,2021-09-11 14:17:27,42.280316666666664,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,508442.0
2290,3,2021-09-11 14:17:27,42.376200000000004,1,1.0,1.0,6.0,1.0,0.0,,,,,,,331130.0,509592.0
2292,3,2021-09-11 14:17:27,42.4692,1,1.0,2.0,4.0,1.0,0.0,,,,,,,331855.0,510708.0
2294,3,2021-09-11 14:17:27,42.470299999999995,0,1.0,2.0,4.0,2.0,0.0,,,,,,,331863.0,510721.0
2296,3,2021-09-11 14:17:27,42.471266666666665,0,1.0,2.0,4.0,2.0,0.0,,,,,,,331871.0,510733.0
2298,3,2021-09-11 14:17:27,42.474849999999996,0,1.0,2.0,4.0,2.0,0.0,,,,,,,331899.0,510776.0
2300,3,2021-09-11 14:17:27,42.6014,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,512294.0
2301,3,2021-09-11 14:17:27,42.6883,1,1.0,4.0,1.0,2.0,1.0,1.0,10.0,2.0,85.0,10.0,42.0,333564.0,513336.0
2302,3,2021-09-11 14:17:27,42.68835,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,513337.0
2304,3,2021-09-11 14:17:27,42.852833333333336,1,1.0,5.0,3.0,4.0,0.0,,,,,,,334847.0,515311.0
2306,3,2021-09-11 14:17:27,42.88313333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,515674.0
2307,3,2021-09-11 14:17:27,43.01475000000001,1,1.0,4.0,1.0,5.0,1.0,1.0,10.0,2.0,85.0,10.0,42.0,336110.0,517254.0
2309,3,2021-09-11 14:17:27,43.101416666666665,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,518294.0
2310,3,2021-09-11 14:17:27,43.118500000000004,1,1.0,5.0,3.0,4.0,0.0,,,,,,,336919.0,518499.0
2312,3,2021-09-11 14:17:27,43.12076666666667,0,1.0,5.0,3.0,5.0,0.0,,,,,,,336937.0,518526.0
2314,3,2021-09-11 14:17:27,43.12721666666666,0,1.0,5.0,3.0,5.0,0.0,,,,,,,336987.0,518603.0
2316,3,2021-09-11 14:17:27,43.12943333333333,0,1.0,5.0,3.0,5.0,0.0,,,,,,,337005.0,518630.0
2318,3,2021-09-11 14:17:27,43.13316666666666,0,1.0,5.0,3.0,5.0,0.0,,,,,,,337034.0,518675.0
2320,3,2021-09-11 14:17:27,43.16745,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,519086.0
2321,3,2021-09-11 14:17:27,43.18626666666667,1,1.0,4.0,1.0,5.0,1.0,1.0,10.0,2.0,86.0,10.0,43.0,337448.0,519312.0
2322,3,2021-09-11 14:17:27,43.18631666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,519313.0
2324,3,2021-09-11 14:17:27,43.195550000000004,0,1.0,4.0,1.0,4.0,0.0,,,,,,,337520.0,519423.0
2326,3,2021-09-11 14:17:27,43.534083333333335,1,1.0,4.0,1.0,4.0,0.0,,,,,,,340161.0,523485.0
2328,3,2021-09-11 14:17:27,43.54271666666667,0,1.0,4.0,1.0,4.0,0.0,,,,,,,340228.0,523588.0
2330,3,2021-09-11 14:17:27,43.60143333333333,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,524293.0
2331,3,2021-09-11 14:17:27,44.033500000000004,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,529477.0
2332,3,2021-09-11 14:17:27,44.10145,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,530293.0
2333,3,2021-09-11 14:17:27,44.133500000000005,0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,530677.0
2334,3,2021-09-11 14:17:27,44.16746666666666,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,531085.0
2335,3,2021-09-11 14:17:27,44.60146666666667,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,536292.0
2336,3,2021-09-11 14:17:27,45.101483333333334,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,542292.0
2337,3,2021-09-11 14:17:27,45.16748333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,543084.0
2338,3,2021-09-11 14:17:27,45.6015,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,548292.0
2339,3,2021-09-11 14:17:27,45.758316666666666,1,1.0,2.0,4.0,4.0,1.0,1.0,11.0,2.0,91.0,11.0,45.0,357510.0,550173.0
2340,3,2021-09-11 14:17:27,45.75835,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,550174.0
2342,3,2021-09-11 14:17:27,45.764583333333334,0,1.0,2.0,4.0,2.0,0.0,,,,,,,357559.0,550249.0
2344,3,2021-09-11 14:17:27,45.87413333333333,1,1.0,6.0,2.0,2.0,1.0,1.0,11.0,2.0,91.0,11.0,45.0,358413.0,551563.0
2345,3,2021-09-11 14:17:27,45.87416666666666,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,551563.0
2347,3,2021-09-11 14:17:27,45.89808333333334,1,1.0,5.0,3.0,6.0,1.0,1.0,11.0,2.0,91.0,11.0,45.0,358600.0,551850.0
2348,3,2021-09-11 14:17:27,45.89811666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,551851.0
2350,3,2021-09-11 14:17:27,45.98524999999999,1,1.0,4.0,1.0,5.0,1.0,1.0,11.0,2.0,91.0,11.0,45.0,359280.0,552896.0
2351,3,2021-09-11 14:17:27,45.985283333333335,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,552897.0
2353,3,2021-09-11 14:17:27,45.98663333333333,0,1.0,4.0,1.0,4.0,0.0,,,,,,,359291.0,552913.0
2355,3,2021-09-11 14:17:27,46.09503333333334,1,1.0,6.0,2.0,4.0,0.0,,,,,,,360137.0,554213.0
2356,3,2021-09-11 14:17:27,46.10151666666666,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,554291.0
2358,3,2021-09-11 14:17:27,46.167500000000004,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,555083.0
2359,3,2021-09-11 14:17:27,46.47091666666667,1,1.0,4.0,1.0,6.0,1.0,1.0,11.0,2.0,92.0,11.0,46.0,363068.0,558723.0
2360,3,2021-09-11 14:17:27,46.47095,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,558723.0
2362,3,2021-09-11 14:17:27,46.55393333333333,1,1.0,5.0,3.0,4.0,0.0,,,,,,,363716.0,559719.0
2364,3,2021-09-11 14:17:27,46.56198333333334,0,1.0,5.0,3.0,5.0,0.0,,,,,,,363779.0,559816.0
2366,3,2021-09-11 14:17:27,46.58953333333333,1,1.0,6.0,2.0,5.0,1.0,1.0,11.0,2.0,92.0,11.0,46.0,363994.0,560146.0
2367,3,2021-09-11 14:17:27,46.58956666666666,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,560147.0
2368,3,2021-09-11 14:17:27,46.601533333333336,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,560290.0
2370,3,2021-09-11 14:17:27,46.77418333333333,1,1.0,6.0,2.0,6.0,0.0,,,,,,,365434.0,562362.0
